src, tgt
83+56+93=, 232
41-85+42=, -2
65+58+38=, 161
54-39-11=, 4
87-57-28=, 2
14+41+58=, 113
85-48+88=, 125
88-86+38=, 40
34-97-55=, -118
53-88+32=, -3
59-96-66=, -103
76-78-25=, -27
98-28-83=, -13
40+47-18=, 69
80-71-55=, -46
99-79-70=, -50
75-92-36=, -53
48-61+48=, 35
79+33-88=, 24
18+59+11=, 88
53+47-73=, 27
79-56-71=, -48
17-69+98=, 46
12+12-30=, -6
73-36+69=, 106
27-30-58=, -61
39-23+88=, 104
74+57-93=, 38
58+65+20=, 143
60+70+58=, 188
70-87+14=, -3
60+76-46=, 90
60-77-54=, -71
71-78-67=, -74
96-66-46=, -16
15+96+60=, 171
42-82+68=, 28
14-72-96=, -154
63-91-69=, -97
98-23-75=, 0
26+25+34=, 85
69+62+26=, 157
46-29+32=, 49
68+82-68=, 82
60+55+80=, 195
96+98+55=, 249
21-36-78=, -93
85-54-62=, -31
29-75+55=, 9
78-72+94=, 100
91+71-49=, 113
97-78+46=, 65
18-41-98=, -121
33+97-12=, 118
30-45-28=, -43
14+91-59=, 46
55+18+93=, 166
38-80+66=, 24
22-59+41=, 4
13+56-57=, 12
63-66+37=, 34
86-43-98=, -55
22+91+94=, 207
84-64-13=, 7
46-99-76=, -129
49+35-22=, 62
88+18+10=, 116
93-64+95=, 124
59-95-88=, -124
51-92+27=, -14
71+45-53=, 63
12-95+59=, -24
72-87+25=, 10
10+25-97=, -62
88-53+96=, 131
65-44+50=, 71
30-21-64=, -55
97-73-36=, -12
38-41+55=, 52
91-98+36=, 29
37+70-58=, 49
80+41+45=, 166
72+66+98=, 236
93+93+34=, 220
24-54-71=, -101
87+59-87=, 59
94-80-86=, -72
59-15+75=, 119
34+77+67=, 178
86-44-25=, 17
42-82+69=, 29
71-96-47=, -72
24-53+16=, -13
23-57+17=, -17
30+61+55=, 146
16+65-94=, -13
78-40+97=, 135
60-93+58=, 25
52-25-95=, -68
83+51+54=, 188
72+17+88=, 177
68+67+27=, 162
42-57-56=, -71
97+71+16=, 184
98+65-19=, 144
56-37-85=, -66
69-30-20=, 19
17+61-39=, 39
56-39+42=, 59
49+93+86=, 228
69-35+68=, 102
42+81+26=, 149
10+83+14=, 107
23-21-81=, -79
49+16+20=, 85
41-98-99=, -156
61+78+20=, 159
92+25+71=, 188
68+16-88=, -4
16+61+94=, 171
84-75+30=, 39
67-67+81=, 81
10-98-75=, -163
59-41+26=, 44
60-92+65=, 33
28+35+62=, 125
44+60-65=, 39
68+11-31=, 48
24+14-30=, 8
74+47+28=, 149
54-21-53=, -20
73+32+50=, 155
50-95+10=, -35
87-88-21=, -22
17+85+34=, 136
59+99+53=, 211
49+97+73=, 219
76-95-21=, -40
95-21+26=, 100
80-64+94=, 110
64+79+43=, 186
16+35+39=, 90
60-29+69=, 100
14-99-14=, -99
69+26-99=, -4
70+17-16=, 71
87-62+79=, 104
41-24-70=, -53
82+96-61=, 117
79-92-78=, -91
21+11+48=, 80
73+67-24=, 116
47+62-30=, 79
24-74+24=, -26
47+17-77=, -13
65-14-70=, -19
51+89-59=, 81
81-69-22=, -10
43-57+28=, 14
24-60-77=, -113
71-79-57=, -65
53+98+62=, 213
77-17-36=, 24
27+91-81=, 37
99+47-88=, 58
50-21-66=, -37
75-69-71=, -65
56+74+60=, 190
97+38-70=, 65
32+45-76=, 1
44+39+19=, 102
13-57+15=, -29
88+41-48=, 81
54-76-68=, -90
27-33+37=, 31
12-83-17=, -88
90-60+89=, 119
86-72+20=, 34
39-83-23=, -67
28+28-41=, 15
58-86+13=, -15
49-48+61=, 62
40+55+96=, 191
65+93-49=, 109
50-55-74=, -79
11-20-74=, -83
47+80-46=, 81
85-51+27=, 61
12+94+80=, 186
52+78-25=, 105
41-95+83=, 29
94+25+66=, 185
75-62+71=, 84
40-39+85=, 86
71+15-32=, 54
88+67-71=, 84
85-21-53=, 11
49+98-50=, 97
60-30+11=, 41
37+50-36=, 51
84+86+33=, 203
54+33-73=, 14
83+26+33=, 142
17+39-90=, -34
17-66-68=, -117
39+67-76=, 30
73+48-63=, 58
91+22+92=, 205
90+83+55=, 228
11+76+39=, 126
18+20+16=, 54
81-22+94=, 153
98-96+73=, 75
92+75-15=, 152
70-26-68=, -24
77-69-44=, -36
99+81-12=, 168
62-82+93=, 73
94-78-74=, -58
82-41-30=, 11
73-78-57=, -62
84+23-14=, 93
87+33+28=, 148
22+39-46=, 15
13+88-65=, 36
65+37+99=, 201
93+15-74=, 34
19-32-91=, -104
61-63+31=, 29
82+66-20=, 128
31-75+89=, 45
57+80+45=, 182
62-87-98=, -123
87-80+72=, 79
65-75-41=, -51
19-72+94=, 41
49+15+51=, 115
10-69-51=, -110
97-55+99=, 141
47-90-37=, -80
11-50-17=, -56
53-44-45=, -36
31-83+47=, -5
16+35+28=, 79
67+87+18=, 172
36+12+36=, 84
16+67-73=, 10
96-25-76=, -5
30-53-93=, -116
10-92-13=, -95
59+67+20=, 146
23-17+11=, 17
39-77+71=, 33
16-67-14=, -65
88+73+54=, 215
82-84+80=, 78
77+51+63=, 191
63-47-18=, -2
59+67+56=, 182
40-81-35=, -76
64-34+11=, 41
37+74+23=, 134
69-98+35=, 6
29-96-45=, -112
39+34+88=, 161
51-29+57=, 79
41+99+42=, 182
27-51+39=, 15
52+15+86=, 153
74-13-49=, 12
13-26+58=, 45
97+66-80=, 83
29-99+10=, -60
50-13+80=, 117
99-31+64=, 132
74+45+91=, 210
47+85-27=, 105
21-15+27=, 33
67-35+95=, 127
14-41-96=, -123
97-60-68=, -31
54-27+16=, 43
24-74+31=, -19
38+31-78=, -9
32+21+17=, 70
66+71-29=, 108
68+55-37=, 86
97-83+30=, 44
43+59-53=, 49
34-30-96=, -92
14-66+70=, 18
60-82+31=, 9
46+40-85=, 1
68-16+85=, 137
35+16-78=, -27
70+49+75=, 194
37+94-31=, 100
38+56-77=, 17
18-80+90=, 28
16+10-26=, 0
14-88-13=, -87
83+25+31=, 139
44+13+48=, 105
15-26-85=, -96
64-70-36=, -42
86-78+60=, 68
97+37-57=, 77
41+76-64=, 53
53-26+48=, 75
22+99-55=, 66
95-53-41=, 1
45-43+58=, 60
32+83-70=, 45
13+61+98=, 172
94+44+31=, 169
76+87+48=, 211
90+26+40=, 156
48-90+57=, 15
85+64-56=, 93
42-84+31=, -11
98-56-44=, -2
68+88-36=, 120
29-42+71=, 58
98-19-46=, 33
88-15-47=, 26
53-87-39=, -73
82-62+11=, 31
96-19+87=, 164
42-74+86=, 54
49-81+71=, 39
38-85-65=, -112
70+10+45=, 125
59-74+61=, 46
21-98+32=, -45
86-67+19=, 38
90-88-76=, -74
90-10-41=, 39
73-78-99=, -104
29+19+43=, 91
58+84-58=, 84
60-83-51=, -74
90+27-76=, 41
97-31+47=, 113
78-81+76=, 73
43-91+86=, 38
58+42-78=, 22
56+81-80=, 57
50+35-97=, -12
43+92+33=, 168
58+41+83=, 182
42+91+61=, 194
72-79+87=, 80
67-59+72=, 80
66-88-64=, -86
42+35-45=, 32
50+90+13=, 153
52+48-50=, 50
28-89+78=, 17
45-27+22=, 40
91+33+94=, 218
62-24-75=, -37
72+69-75=, 66
87+75+82=, 244
64-54+82=, 92
63+49-60=, 52
76+62-83=, 55
69+23-81=, 11
67-36-72=, -41
87+81+73=, 241
71+75-20=, 126
12+34+62=, 108
54-47+28=, 35
64-88-51=, -75
72-50-65=, -43
99-82+96=, 113
36+60+72=, 168
36-61+52=, 27
68-49-21=, -2
95-88-57=, -50
68+29+98=, 195
13-40-91=, -118
82-43-84=, -45
85-36-12=, 37
51+12-46=, 17
20-72+36=, -16
88+17-52=, 53
88-72+16=, 32
81-77+56=, 60
88-42-51=, -5
26-13-14=, -1
59+49+71=, 179
34+53+10=, 97
53-78-31=, -56
66-12+10=, 64
78+14+12=, 104
37-90-28=, -81
30-97-39=, -106
43+75+11=, 129
41-92-80=, -131
26-32+82=, 76
16+27+50=, 93
56+68-80=, 44
41+68-20=, 89
59-95-74=, -110
10+16+82=, 108
81+19-39=, 61
83-94+30=, 19
33-14-45=, -26
26-22+25=, 29
12-93+70=, -11
62-66-96=, -100
33-85-41=, -93
55+31-98=, -12
10+85+33=, 128
89+28-91=, 26
33-25+75=, 83
46+87-53=, 80
92-60+27=, 59
95+66+38=, 199
66-59+75=, 82
12-63+88=, 37
64-85-14=, -35
24-56+62=, 30
92-84-19=, -11
99+12+45=, 156
87+27+63=, 177
69+99+33=, 201
31-17+19=, 33
85+16-65=, 36
79-44-88=, -53
10-97-80=, -167
62-34-86=, -58
13+17+13=, 43
76-93-82=, -99
19+78+33=, 130
90-12-12=, 66
66-29+41=, 78
56-69+34=, 21
39+64-90=, 13
88-88-82=, -82
59-92-95=, -128
35+32-81=, -14
10-85-54=, -129
16+57-44=, 29
95-28+39=, 106
70+97-43=, 124
69-44+80=, 105
43-32-82=, -71
93+83-85=, 91
48+22+94=, 164
74+31+15=, 120
67-79-88=, -100
58-87-89=, -118
47-88+48=, 7
47+85-23=, 109
27+72+18=, 117
29+24-34=, 19
93-81+52=, 64
59+85-76=, 68
75+25+92=, 192
36-46-60=, -70
46+86+48=, 180
91+40-93=, 38
45+18+84=, 147
99-18-25=, 56
74-51-82=, -59
13+13+75=, 101
49-63-28=, -42
50+93-43=, 100
64+17-48=, 33
11+47+78=, 136
90-19-77=, -6
39-21-34=, -16
68+37-14=, 91
58-21+45=, 82
95+38-56=, 77
92+95+35=, 222
45-32-74=, -61
86+20+42=, 148
98-72+45=, 71
41+37-46=, 32
53-70+79=, 62
91-34-69=, -12
23-25-77=, -79
20-57+85=, 48
83-51+77=, 109
18-51-91=, -124
62+83+63=, 208
83+37-55=, 65
91+19+40=, 150
57+82+33=, 172
83+73-99=, 57
76-41-79=, -44
68-91+38=, 15
78+77+71=, 226
52+69+40=, 161
39-87-28=, -76
79+42+36=, 157
88-79+53=, 62
99+24+92=, 215
19-59-49=, -89
24-71-90=, -137
80-85+33=, 28
45-41+84=, 88
80-99+91=, 72
45-38+50=, 57
54+23+84=, 161
37+46+17=, 100
26+80-61=, 45
46+65-48=, 63
23+70+87=, 180
14+43+12=, 69
12-77-50=, -115
54-57+76=, 73
79-60-90=, -71
57+66+10=, 133
12+33-52=, -7
52-17+42=, 77
12-45-16=, -49
36+33-34=, 35
85-55+98=, 128
33-44+94=, 83
52-72+84=, 64
66+73-60=, 79
67-49-92=, -74
97-65+41=, 73
74-93-13=, -32
22+65+11=, 98
91+90-49=, 132
12-13+79=, 78
15+26-96=, -55
47-48+88=, 87
45-59+58=, 44
87+28+63=, 178
83+51+15=, 149
94-34-55=, 5
72-27+95=, 140
76-11+38=, 103
89+28+65=, 182
78-39+23=, 62
96+22-32=, 86
96+41+62=, 199
13-29+84=, 68
68-36+26=, 58
36-73+81=, 44
51-43+72=, 80
63-73-89=, -99
95+74-45=, 124
84-15-17=, 52
13-55+79=, 37
73+51-85=, 39
61-64-69=, -72
65-58+20=, 27
89-49+84=, 124
35-48-91=, -104
97+44-64=, 77
98-79-48=, -29
44+63+93=, 200
28+59-19=, 68
86-78+20=, 28
89-59-12=, 18
51+63-40=, 74
14-49+10=, -25
35-64-76=, -105
65-17+96=, 144
35+71+30=, 136
59+47+33=, 139
34-15+35=, 54
99-80-89=, -70
63-45+65=, 83
84-59-96=, -71
57+29+79=, 165
86-17+77=, 146
29-27+25=, 27
19-73-25=, -79
63-28-46=, -11
25+46+50=, 121
48-41-27=, -20
32-23+14=, 23
37+41-27=, 51
50+39-13=, 76
35-27+13=, 21
85+52+20=, 157
56+87+89=, 232
87-42+64=, 109
72+63+51=, 186
60+69+40=, 169
68+51+35=, 154
97-62+95=, 130
11+57+61=, 129
16+11-66=, -39
88+38-20=, 106
98-20-27=, 51
17+23+33=, 73
90+42+74=, 206
16-29+79=, 66
49+32-52=, 29
18-69-45=, -96
16+18-49=, -15
75+43-43=, 75
37-42-64=, -69
91-74+17=, 34
96+49+34=, 179
83-34+87=, 136
93+71+93=, 257
23-22+21=, 22
42+30+35=, 107
52+85+76=, 213
93-98+13=, 8
21+94-11=, 104
99-51-35=, 13
76+71+95=, 242
21+88-41=, 68
57+72-32=, 97
56+93-12=, 137
88+16+45=, 149
86+44-53=, 77
64-36+98=, 126
90-26-33=, 31
42+15-29=, 28
51+83-32=, 102
72-82+58=, 48
62-74-55=, -67
34+85+22=, 141
99-61-63=, -25
66+48+49=, 163
20-79-70=, -129
21-20+36=, 37
84+13+24=, 121
63+89+70=, 222
63-37-35=, -9
78-26-11=, 41
30-65+54=, 19
39+82+60=, 181
44-90+53=, 7
80-44+27=, 63
57-99+85=, 43
67+59-23=, 103
36-42+74=, 68
95-57-50=, -12
24-61+41=, 4
47+99-48=, 98
39-70-70=, -101
99-28-88=, -17
81-77+42=, 46
15+92-49=, 58
35+46+21=, 102
63-92-23=, -52
85+38-32=, 91
25+59+81=, 165
63+40-43=, 60
62+51-27=, 86
36+42+96=, 174
42-93+94=, 43
42-75+12=, -21
27+45-39=, 33
48+93-41=, 100
76+58-99=, 35
37-44+84=, 77
72+65-53=, 84
26+29-57=, -2
12+64+51=, 127
85+20+13=, 118
60-75-23=, -38
22-81-21=, -80
59-81-70=, -92
33+80+94=, 207
33-71+30=, -8
37+77+30=, 144
38+46-78=, 6
64-82+66=, 48
54-12+61=, 103
90-13+58=, 135
79-73-91=, -85
29+21-13=, 37
75+19-98=, -4
34+72+58=, 164
27+46+35=, 108
12+35+30=, 77
29+61+23=, 113
90+52-76=, 66
20+73+84=, 177
24+47+50=, 121
72-61+87=, 98
99-97+76=, 78
62-99-84=, -121
26+28-21=, 33
44-36-52=, -44
84+26-77=, 33
96+82-55=, 123
80+82-48=, 114
92-39+52=, 105
31-59-51=, -79
63-43+90=, 110
91+46-39=, 98
25-74+77=, 28
46+45+50=, 141
13+28-83=, -42
54+92+17=, 163
32+51-77=, 6
43+66+88=, 197
90+78+48=, 216
47+16-48=, 15
36-32+79=, 83
62+23-38=, 47
73-67-69=, -63
15-75+38=, -22
50+48+36=, 134
24+45-18=, 51
91-96-62=, -67
15-85-73=, -143
45-28+33=, 50
28+18-16=, 30
84+37+10=, 131
65-83-13=, -31
97-64+59=, 92
34-33-69=, -68
88-29+25=, 84
63-28-87=, -52
70-35+62=, 97
49-90-72=, -113
72+97+66=, 235
94+56+18=, 168
82-43+16=, 55
23-76-15=, -68
33-24+25=, 34
30+68-16=, 82
69-39+61=, 91
22-62-11=, -51
29-81+55=, 3
23-11-19=, -7
44-81-96=, -133
30+28+28=, 86
83+22-67=, 38
38+69+92=, 199
70+74+98=, 242
90+73-72=, 91
63+88+70=, 221
56+38-75=, 19
73+28-70=, 31
37-38-44=, -45
29+59+91=, 179
86-13+21=, 94
48+83+28=, 159
45-34-97=, -86
55+54+20=, 129
15-49-65=, -99
60-20+58=, 98
46-76-42=, -72
80+54-73=, 61
40-44+73=, 69
69-53-20=, -4
69+81-34=, 116
28+32+97=, 157
74+74+11=, 159
18+97-25=, 90
46+13+94=, 153
90+28-46=, 72
57-62+73=, 68
87-86-30=, -29
52-49+51=, 54
34-99-86=, -151
75-53-42=, -20
32-89+27=, -30
74+89+91=, 254
57+53+52=, 162
30-70-41=, -81
71-32+79=, 118
22-11-11=, 0
63+63+95=, 221
73-70-22=, -19
71+34-86=, 19
74+96+25=, 195
93+88+75=, 256
60-11-60=, -11
69+32+63=, 164
47+31-34=, 44
49-81-95=, -127
47-50+42=, 39
63+90-34=, 119
93+76+58=, 227
51+85+26=, 162
39+68+55=, 162
90+32-76=, 46
38+32-29=, 41
74-25+96=, 145
45-70+43=, 18
78+18+45=, 141
11-11-26=, -26
41+43-33=, 51
21-60+78=, 39
48+29-45=, 32
26+83-97=, 12
44-34-10=, 0
10-93+58=, -25
40-37-60=, -57
26-14+12=, 24
20+19-18=, 21
50+52-21=, 81
23-88-68=, -133
76+79-93=, 62
82+71-39=, 114
17+48+57=, 122
64-28+55=, 91
22+58+65=, 145
81-73-28=, -20
52-58-47=, -53
33+34+74=, 141
68-64-39=, -35
76-97+97=, 76
55-56-80=, -81
84+42-60=, 66
73+62-67=, 68
29+72-13=, 88
25+42-54=, 13
68-67+98=, 99
60-77+28=, 11
29+72-76=, 25
66-44+27=, 49
31-80+33=, -16
12-71+10=, -49
24+75+68=, 167
60+85+64=, 209
15+60+32=, 107
40+67+16=, 123
51-77-97=, -123
37+48-77=, 8
95-19-21=, 55
17+87+96=, 200
77-80-58=, -61
65-85+33=, 13
19+32+99=, 150
70+15+66=, 151
30+30-62=, -2
45+21-57=, 9
51+79-95=, 35
59-21-33=, 5
31+41-65=, 7
35-47-46=, -58
32+67-25=, 74
82-34-93=, -45
24+17-62=, -21
86+56+59=, 201
10-31-56=, -77
94-41+22=, 75
10+12-73=, -51
70-29-48=, -7
39-76-97=, -134
23+52+72=, 147
54-13-54=, -13
39+94+57=, 190
18-71-31=, -84
36+33+28=, 97
99+67-29=, 137
69+67+47=, 183
19+54+35=, 108
44+64-69=, 39
54+81+64=, 199
28+34-73=, -11
32+65+74=, 171
46-40-60=, -54
49+48-53=, 44
76+93+23=, 192
13-32-13=, -32
20-28+63=, 55
71-57-25=, -11
90+25-86=, 29
38+40-78=, 0
18-90+16=, -56
89+52-23=, 118
40+26+81=, 147
54+64+16=, 134
19+95-15=, 99
73-88+22=, 7
40+15+93=, 148
92-64+94=, 122
48-11+20=, 57
80+18-53=, 45
10+40-21=, 29
91-27+17=, 81
91+58-40=, 109
59-94+38=, 3
11+14-98=, -73
66-55-69=, -58
67+69+83=, 219
19-98+48=, -31
95+14-31=, 78
12-97+53=, -32
22-39+90=, 73
22+15-70=, -33
74-56-11=, 7
45+59-17=, 87
64+50-11=, 103
10+55+83=, 148
40+30+37=, 107
64+20-91=, -7
82+25-68=, 39
90+69+66=, 225
29-75-82=, -128
87+38+98=, 223
69+70-29=, 110
14-11-62=, -59
89+50-14=, 125
90-89+44=, 45
12-17+30=, 25
91+28+87=, 206
96-49-65=, -18
17+77+53=, 147
30+60-94=, -4
38-45-54=, -61
92-20-19=, 53
61+94+32=, 187
32-88-29=, -85
82+34-18=, 98
47+48-48=, 47
18-68-58=, -108
62-85+49=, 26
76-94-59=, -77
89+10-18=, 81
14+34-10=, 38
67+25+66=, 158
21-82-74=, -135
30+95+21=, 146
41-17-94=, -70
35+97+83=, 215
26+78+18=, 122
97+66-89=, 74
31-60+61=, 32
71+87-22=, 136
48-67+36=, 17
32+14+13=, 59
87-82+92=, 97
24+36-51=, 9
81+50+82=, 213
12-56+19=, -25
99-53-39=, 7
41-11+29=, 59
53-48-75=, -70
46+22+41=, 109
81-55-81=, -55
71-64+37=, 44
37-98-90=, -151
29+58+94=, 181
16-43+45=, 18
79+40+73=, 192
99+61+57=, 217
70-64-15=, -9
76+79+14=, 169
87-40-81=, -34
22-15+11=, 18
72+36+80=, 188
32+22+68=, 122
65-54-75=, -64
85-45-42=, -2
44-53+70=, 61
87+72+79=, 238
68+71-19=, 120
65+59-83=, 41
12+55-39=, 28
34-78-97=, -141
29-16+56=, 69
85+32-44=, 73
38+16-49=, 5
80+18+41=, 139
23-43-80=, -100
43-62+60=, 41
86+62+18=, 166
51-70-55=, -74
45-13+31=, 63
78+29-70=, 37
65-47+63=, 81
43+28+39=, 110
67-79-52=, -64
41-32-55=, -46
43+54-90=, 7
27-35-52=, -60
74+78-60=, 92
49-70-34=, -55
37+18-80=, -25
40+84-26=, 98
54-87-20=, -53
34-42+95=, 87
75-56+26=, 45
57+69-44=, 82
88+60-65=, 83
75+90+86=, 251
41+80+56=, 177
77+28+12=, 117
29-17-92=, -80
78+29-37=, 70
96+43+52=, 191
94-92-83=, -81
20+64-93=, -9
39-37-10=, -8
27+62-38=, 51
22+87-23=, 86
52-54-59=, -61
62+48-39=, 71
99+93+89=, 281
67+38+79=, 184
83-37-97=, -51
13-66+62=, 9
76+41-10=, 107
88+33-37=, 84
27-70+78=, 35
72-88+18=, 2
97+94-54=, 137
66+74-94=, 46
49-67-99=, -117
50-59-90=, -99
25+22-48=, -1
93-38-56=, -1
23+88+19=, 130
13-27+27=, 13
85+33-60=, 58
83-25-62=, -4
82-35+19=, 66
11+34+55=, 100
61-35-30=, -4
60-12+84=, 132
72+56-27=, 101
11-77+76=, 10
64-48-46=, -30
23-89+79=, 13
64+82-66=, 80
33+29-17=, 45
94-59+62=, 97
19+29+34=, 82
25+93-66=, 52
38-63+66=, 41
62-40-43=, -21
80-57+68=, 91
53-84-33=, -64
60-14-11=, 35
64+81+68=, 213
60-60+99=, 99
93+62+31=, 186
86+96+48=, 230
35+67-44=, 58
79-21+63=, 121
86+59+68=, 213
16-96+84=, 4
63-16+47=, 94
30+98+94=, 222
73+65+65=, 203
23+25+78=, 126
25-16+75=, 84
83-72+11=, 22
23+84+40=, 147
81+53-48=, 86
13-47+54=, 20
73-62-50=, -39
49-54+87=, 82
60-60+39=, 39
37-82+74=, 29
12-87-34=, -109
31-30+44=, 45
71+80+46=, 197
95+49-22=, 122
16+64+14=, 94
13+24+21=, 58
34-98-66=, -130
98-79-90=, -71
10-85-76=, -151
83-56+52=, 79
40+40-61=, 19
24-80-13=, -69
12-66-56=, -110
73+87+10=, 170
88+15-95=, 8
67+96+19=, 182
12-41+81=, 52
23+82-32=, 73
48-69-30=, -51
31-86-72=, -127
79+88+85=, 252
36-52+98=, 82
38+50+49=, 137
45+22+68=, 135
30-30-99=, -99
81-86-77=, -82
19+31-58=, -8
83-61+44=, 66
54-95+78=, 37
92+99+53=, 244
56+25-93=, -12
81+54+42=, 177
40+51-67=, 24
83-20-32=, 31
55-93+77=, 39
24-77-66=, -119
90-90-24=, -24
78-19-71=, -12
99+85+81=, 265
78+99+44=, 221
58-13-27=, 18
65-18-40=, 7
51-79+74=, 46
87-86-87=, -86
36-96-74=, -134
95-55+77=, 117
78-99+14=, -7
90+57-18=, 129
81-68-81=, -68
92-74+40=, 58
53+92+38=, 183
12+39+39=, 90
17-70+71=, 18
59-46+19=, 32
16+60+76=, 152
48+63-95=, 16
40+52-84=, 8
30-25-35=, -30
86-25-81=, -20
70+88+48=, 206
37-59+86=, 64
31+33-72=, -8
90+73-48=, 115
11+61+71=, 143
81+54+38=, 173
76-69+90=, 97
71+33-64=, 40
69+97-82=, 84
60+43-88=, 15
89-97+13=, 5
12-77+91=, 26
33+58+93=, 184
25+52+41=, 118
97-30-88=, -21
53+85+78=, 216
67-83+45=, 29
93+75-57=, 111
27-63-54=, -90
60-95+28=, -7
43+71-41=, 73
10+74-81=, 3
11-30-49=, -68
85-54-29=, 2
49+62-94=, 17
59-26-85=, -52
69-51-86=, -68
71+25-32=, 64
52-63+42=, 31
67-40+59=, 86
42-33-26=, -17
75+82+83=, 240
53-36-67=, -50
15+15-37=, -7
74+26+80=, 180
52-61+61=, 52
47+66-35=, 78
88+28-33=, 83
52+94-97=, 49
78-63-58=, -43
13+38+98=, 149
88+53-54=, 87
15+71+67=, 153
65-86-21=, -42
87+97-13=, 171
67+82+34=, 183
50+50+64=, 164
37+47-80=, 4
43+92-35=, 100
42+32-64=, 10
65-97-64=, -96
91+67-37=, 121
67+59-32=, 94
87+45-95=, 37
97-45+58=, 110
42+42-60=, 24
27+16-41=, 2
51-70-41=, -60
90-47+86=, 129
54-55+39=, 38
35-16-25=, -6
36-19-46=, -29
33+70-24=, 79
36-53+42=, 25
75-77+27=, 25
83+59-89=, 53
21+50-40=, 31
16+57-11=, 62
70-39+34=, 65
14+49-52=, 11
26-81+80=, 25
50-24-90=, -64
50-95-70=, -115
64+34+10=, 108
36-85-99=, -148
94+51-18=, 127
47-71+68=, 44
80+96+92=, 268
80-23-39=, 18
47-98+95=, 44
89+76-43=, 122
19-45-59=, -85
56+41+84=, 181
71-12-66=, -7
59+39-68=, 30
12+21+18=, 51
44+25-31=, 38
43-99+47=, -9
45-51+86=, 80
84-81-45=, -42
12-13-87=, -88
72-31-26=, 15
10+84+88=, 182
44-59+23=, 8
64+71-28=, 107
31+57-88=, 0
99-18+71=, 152
42-66-16=, -40
50-91-34=, -75
35+86-18=, 103
20-30+11=, 1
77+20+98=, 195
40-21-14=, 5
35+53-85=, 3
98-78-94=, -74
25-21+54=, 58
18-33-28=, -43
27+40-68=, -1
43-84-94=, -135
95+48-21=, 122
29-57+28=, 0
25-13+19=, 31
15-35-98=, -118
36+39-76=, -1
74-44-40=, -10
31-43+92=, 80
61+86+60=, 207
47+57-14=, 90
42-24+37=, 55
54+17+29=, 100
68+33-19=, 82
73+75+84=, 232
25+87-28=, 84
27+36+12=, 75
94-47+55=, 102
94+65+61=, 220
27+55+68=, 150
78-92-75=, -89
53+10-24=, 39
48+22+25=, 95
38+95-91=, 42
63-10-33=, 20
20+80+50=, 150
16+67-42=, 41
55+53-64=, 44
47-63-46=, -62
43-74+14=, -17
12+68+85=, 165
29-43+78=, 64
34-62-46=, -74
22+63-71=, 14
69+90+69=, 228
55+80-93=, 42
15+79+21=, 115
14-86+88=, 16
38-68-62=, -92
42+66-60=, 48
20+58+13=, 91
47+99-50=, 96
70-86+59=, 43
41-14+80=, 107
79-81+65=, 63
87-69-32=, -14
88-65+46=, 69
87-50-42=, -5
99+97-93=, 103
13-56+46=, 3
83+91+42=, 216
44+25+41=, 110
26+85-17=, 94
76-93+94=, 77
55+34+56=, 145
49-32-95=, -78
38+11-81=, -32
75+30+64=, 169
20+87+36=, 143
12+56+89=, 157
24+91+65=, 180
84-67-76=, -59
57-90-68=, -101
93-74+34=, 53
93-86+65=, 72
80+90+92=, 262
21-48-26=, -53
60+93+49=, 202
16-61-66=, -111
67+36-21=, 82
98-35+37=, 100
15-51-47=, -83
55-68-65=, -78
20+50-33=, 37
33-54+14=, -7
21+40-33=, 28
60-82+91=, 69
25+94-65=, 54
33-47+89=, 75
97+99+43=, 239
84-10+58=, 132
44+58+28=, 130
75+30+12=, 117
91-70-50=, -29
67+99-22=, 144
47+40+93=, 180
29-72+37=, -6
21-86-47=, -112
78-12+68=, 134
28+72-19=, 81
77-88+40=, 29
35+64-72=, 27
77+98+36=, 211
82+12+29=, 123
85-56-68=, -39
77-51-20=, 6
96-96+69=, 69
78+66+89=, 233
60+76+92=, 228
82+75-96=, 61
49+40+32=, 121
87-56-17=, 14
35-56-86=, -107
71-98+21=, -6
76+19-37=, 58
26-90-35=, -99
58-44-20=, -6
16+35+78=, 129
82-83+41=, 40
43+23+11=, 77
33-36-85=, -88
78+91-62=, 107
31+52+88=, 171
67+78-15=, 130
38+68-98=, 8
80+89-40=, 129
17+43-86=, -26
95-58+27=, 64
80-42-47=, -9
12-22+76=, 66
96+80+90=, 266
22+29+10=, 61
95+35+84=, 214
36-94-11=, -69
93-14+32=, 111
96+52+87=, 235
99+28+35=, 162
71+74-68=, 77
93+25-87=, 31
71-68+59=, 62
12-61+48=, -1
91-29+33=, 95
98+26+38=, 162
21-22+78=, 77
90+12-35=, 67
56-55+37=, 38
75-78+38=, 35
56+71-14=, 113
70+68-13=, 125
74+29+60=, 163
48-37-36=, -25
47+24+72=, 143
61+70-53=, 78
90-24+69=, 135
81-84+41=, 38
65-42-51=, -28
91-92+62=, 61
39-51-14=, -26
51+36+20=, 107
96-63-30=, 3
50-72-90=, -112
12-17+84=, 79
97-47-42=, 8
63+64+45=, 172
27+18+95=, 140
28-92+41=, -23
63+58-90=, 31
75-40-67=, -32
11+36-91=, -44
10-67-85=, -142
30+19+17=, 66
82-42-95=, -55
49+19+79=, 147
95+79-50=, 124
61+64+30=, 155
35+94-24=, 105
61-86-50=, -75
35+93-16=, 112
46+91+25=, 162
25-28+56=, 53
14-90+11=, -65
93-20-30=, 43
20+80-56=, 44
72-91+14=, -5
50-54+38=, 34
36+74+79=, 189
96+95+71=, 262
80+54+30=, 164
